text,label
"Conduct a thorough review of the narrative structures in graphic novels, retrieving 12 papers with no limitations on publication year from Google Scholar",Literature
"Research the influence of post-colonial theory on literary criticism, retrieve 7 papers, published after 2015, from JSTOR",Literature
"Find 10 scholarly articles discussing the use of folklore in contemporary literature, focusing on works published after 2010 from Google Scholar",Literature
"I need to retrieve 10 papers on global warming from Google Scholar, no year restriction",Other
"Research on sustainable agriculture practices, find 8 papers, published after 2018 from JSTOR",Other
"Studies on the history of economic thought, retrieve 7 papers from Google Scholar, no year restriction",Other
"Exploration of psychological effects of social media on adolescents, please find 10 papers from JSTOR, published after 2020",Other
"Detailed analysis of political polarization in modern democracies, retrieve 5 papers, no year restriction from Google Scholar",Other
"I need to gather 10 papers on the impact of artificial intelligence on labor markets from JSTOR, no year restriction",Other
"Research on the effects of climate change on biodiversity, please find 8 papers, published after 2015 from Google Scholar",Other
"Comprehensive review of the role of international organizations in conflict resolution, retrieve 10 papers, no year restriction from JSTOR",Other
"Investigation into the dynamics of international trade relations since the 2008 financial crisis, find 6 papers from Google Scholar, no year restriction",Other
"I require 10 papers on the advancements in renewable energy technologies, specifically solar and wind, published after 2017 from JSTOR",Other
"Can you retrieve 10 papers on the impact of online learning on student engagement, no year restriction, from Google Scholar?",Education
"I'm looking for 7 papers discussing the role of parental involvement in children's education, preferably published in the last 3 years, from JSTOR.",Education
"Please find 10 articles on the effectiveness of bilingual education programs, with no year restrictions, sourced from ERIC.",Education
"Investigate the relationship between classroom environment and student motivation, seeking 5 papers published after 2019 from Google Scholar.",Education
"I need to gather 10 papers focused on assessment methods in higher education, with an emphasis on formative assessment, published in the last 8 years, from ScienceDirect.",Education
"Find 6 research articles discussing the integration of technology in the classroom and its effects on learning outcomes, no year restrictions, from SpringerLink.",Education
"Can you retrieve 4 papers that evaluate the impacts of teacher training programs on student performance, preferably published after 2020, from ERIC?",Education
"I'm interested in 10 findings related to culturally responsive teaching practices, looking for publications from the last 5 years, sourced from Google Scholar.",Education
"Please retrieve 8 papers on the influence of school leadership on teacher retention rates, focusing on studies published after 2018, from Taylor & Francis Online.",Education
"Investigate the challenges and benefits of inclusive education for students with disabilities, seeking 12 papers with no year limitations, from PubMed.",Education
